,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02917067,0.9653846153846154,0.98,0.9884615384615385,0.98,[466 466 466 ... 466 466 466],"[466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466 466
 466 466 466 466 466 466 466 466 466 466 466 466 466 829]"
n04532670,0.9307692307692308,0.78,0.9815384615384616,0.84,[888 888 888 ... 888 888 888],"[888 888 821 888 888 888 888 888 888 888 888 888 888 888 888 888 460 888
 839 888 668 525 888 888 888 979 825 888 888 718 888 888 525 888 888 888
 888 839 888 888 888 888 888 888 884 888 888 888 888 888]"
n04209239,0.8546153846153847,0.62,0.9623076923076923,0.82,[794 794 794 ... 794 794 435],"[794 435 599 314 648 774 794 794 894 797 794 697 794  77 794 794 794 728
 840 794 905 591 794 794 794 794 648 794 794 669 794 794 794 794 854 915
 794 794 794 794 794 794 794 794 794 697 794 794 728 794]"
n02107683,0.8607692307692307,0.96,0.9676923076923077,1.0,[239 239 239 ... 232 656 239],"[239 239 239 239 239 239 239 239 239 239 239 239 239 239 217 239 239 239
 239 239 239 239 239 239 239 239 239 239 240 239 239 239 239 239 239 239
 239 239 239 239 239 239 239 239 239 239 239 239 239 239]"
n02101388,0.7723076923076924,0.72,0.9623076923076923,0.94,[825 215 215 ... 215 218 215],"[215 215 215 215 232 215 215 212 215 215 215 218 218 215 215 215 215 215
 215 215 266 215 215 215 212 216 215 167 215 217 215 212 218 215 263 218
 215 215 215 215 215 215 215 210 215 215 215 215 215 215]"
n04398044,0.8623076923076923,0.9,0.9653846153846154,1.0,[849 849 849 ... 849 849 485],"[899 849 849 849 849 849 849 849 849 849 849 849 849 849 849 849 505 849
 725 849 849 849 849 849 505 849 849 849 849 849 849 849 849 849 849 849
 849 849 849 849 849 849 849 849 849 849 849 849 448 849]"
n03447447,0.9753846153846154,0.96,0.9907692307692307,0.96,[576 576 576 ... 576 576 576],"[576 576 576 576 576 576 576 576 576 576 576 576 576 576 576 576 576 576
 576 576 576 576 576 576 576 576 576 460 576 576 576 724 576 576 576 576
 576 576 576 576 576 576 576 576 576 576 576 576 576 576]"
n03958227,0.744621141253508,0.42,0.883068288119738,0.6,[608 728 728 ... 728 728 728],"[529 728 620 728 458  89 728 728 582 934 523 646 728 728 977 981 545 728
  22 728 572 728 728 728 692 655 728 728 728 837 728 728 902 944 496 794
 539 728 149 728 728 728 728 663 578 735 591 399 496 669]"
n01534433,0.9361538461538461,1.0,0.9753846153846154,1.0,[13 13 13 ... 13 13 13],"[13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
 13 13]"
n02102177,0.8269230769230769,0.86,0.9676923076923077,1.0,[218 209 215 ... 218 218 218],"[218 215 218 218 218 218 218 218 215 218 218 218 218 218 218 218 218 218
 218 218 156 156 218 156 218 218 218 218 218 218 218 218 218 218 218 218
 218 218 218 218 156 218 218 218 218 218 218 215 218 218]"
n03314780,0.764093668690373,0.54,0.9219427580225499,0.88,[846 551 551 ... 551 551 551],"[551 551 551 629 711 971 426 551 696 551 886 696 551 551 633 551 551 631
 551 551 629 551 551 551 477 631 551 551 551 629 551 551 767 551 551 629
 551 551 551 893 551 543 478 784 681 712 551 712 676 551]"
n03584254,0.8507692307692307,0.78,0.9292307692307692,0.92,[605 605 605 ... 605 605 605],"[632 605 605 605 631 605 605 605 605 605 605 605 481 605 605 605 605 593
 605 605 605 605 441 605 605 605 605 605 605 605 605 605 605 707 605 605
 421 605 605 605 605 448 605 605 605 606 605 487 605 487]"
n02190166,0.833076923076923,0.66,0.963076923076923,0.9,[307 308 308 ... 308 308 308],"[303 308 308 303 308 308 308 309 308 308 308 308 308 308 317 316 308 309
 308 308 308 308 957 316 308 312 308 308 308 308 308 319 326 308 308 308
 310 308 308 312 125 303 308 308 308 308 308 308 318 125]"
n04204347,0.8384615384615385,0.76,0.9453846153846154,0.88,[791 791 791 ... 791 791 791],"[800 717 488 791 791 674 791 582 762 791 791 791 791 791 790 791 791 791
 791 791 791 791 791 791 475 791 791 791 791 791 791 929 791 790 428 791
 791 791 791 791 791 791 791 791 791 791 703 791 791 791]"
n02086240,0.7292307692307692,0.62,0.94,0.92,[155 153 177 ... 155 154 155],"[204 204 155 204 155 155 155 155 157 155 155 155 155 155 155 155 155 155
 230 155 155 155 204 155 155 154 155 155 155 204 155 204 201 155 154 155
 155 155 252 204 205 155 204 187 219 155 155 196 204 155]"
n01817953,0.9707692307692307,0.96,0.9838461538461538,0.96,[87 87 87 ... 87 87 87],"[ 87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87  87
  87  87  87  87  87  87  87  87  87  87  87  87  87 899 710  87  87  87
  87  87  87  87  87  87  87  87  87  87  87  87  87  87]"
n03290653,0.8646153846153846,0.92,0.9853846153846154,1.0,[548 598 598 ... 598 548 548],"[548 548 548 548 548 548 548 548 548 548 548 664 548 548 548 548 548 548
 548 548 548 548 548 548 548 548 548 548 548 548 548 548 598 548 651 548
 548 548 548 598 548 548 548 548 548 548 548 548 548 548]"
n04418357,0.8971518987341772,0.8,0.9683544303797469,0.84,[854 775 854 ... 854 854 854],"[854 827 432 854 854 854 854 896 854 854 854 854 854 556 854 854 854 854
 854 854 854 854 854 854 915 406 854 854 854 854 854 854 854 854 854 854
 562 854 854 619 854 678 854 854 854 854 854 854 716 854]"
n03041632,0.6738519212746017,0.3,0.8669165885660731,0.58,[499 499 499 ... 499 499 499],"[477 700 477 792 587 499 477 784 596 813 499 499 122 695 813 499 499 948
 785 813 961 499 499  31 499 950 499 596 662 467 610 666 492 929 596 477
 758 477 499 596 558 499 499 424 499 499 487 623 499 578]"
n01983481,0.7792307692307693,0.62,0.946923076923077,0.92,[122 766 122 ... 122 122 124],"[766 122 122 122 122 123 124 122 122 122 923 122 122 122 118 122 122 923
 122 122 121 122 122 122 122 122 124 122  77 122 118 122 122 121 122 122
 124 122 723 123 122 122 122 124 122 124 124 124 695 122]"
n04311174,0.87,0.78,0.9638461538461538,0.92,[822 822 822 ... 822 822 822],"[822 822 822 858 819 822 822 822 822 775 822 822 808 544 822 822 476 822
 822 822 822 822 822 439 822 822 822 822 776 822 822 822 822 541 822 822
 822 822 822 822 822 822 822 484 822 822 822 775 822 822]"
n03529860,0.8092307692307692,0.66,0.9669230769230769,0.92,[598 548 598 ... 598 598 598],"[598 598 598 548 598 598 598 598 851 598 498 598 598 632 548 598 598 851
 598 548 598 598 548 598 598 598 598 598 632 789 598 598 632 598 598 797
 598 598 598 876 598 598 598 632 598 598 527 423 548 598]"
n02105505,0.9338461538461539,0.88,0.9846153846153847,0.96,[228 228 228 ... 228 228 228],"[228 228 228 228 228 228 228 228 228 228 228 228 267 228 228 228 228 228
 228 228 228 228 228 228 228 228 202 228 229 228 228 228 228 266 228 228
 228 229 228 228 228 228 228 228 228 228 228 202 228 228]"
n04086273,0.8246153846153846,0.82,0.9376923076923077,0.98,[763 777 763 ... 763 763 763],"[763 763 763 597 763 763 763 763 763 763 763 763 763 597 763 597 763 763
 763 763 763 763 558 763 763 413 763 763 413 763 763 763 763 763 597 763
 763 763 763 473 763 763 763 763 763 763 763 763 413 763]"
n02110341,0.9353846153846154,0.98,0.9715384615384616,1.0,[251 251 251 ... 251 251 251],"[251 251 251 251 251 251 251 251 251 251 251 251 251 251 251 251 251 251
 251 251 251 805 251 251 251 251 251 251 251 251 251 251 251 251 251 251
 251 251 251 251 251 251 251 251 251 251 251 251 251 251]"
n02504013,0.6884615384615385,0.48,0.9807692307692307,0.98,[385 385 385 ... 385 385 385],"[101 101 385 101 385 385 101 101 101 268 562 386 101 385 385 385 385 385
 101 385 385 385 386 734 101 385 385 101 433 101 385 385 385 690 386 385
 386 385 385 385 386 101 385 385 386 385 386 386 385 386]"
n04147183,0.8161538461538461,0.82,0.9776923076923076,0.98,[780 780 780 ... 780 780 780],"[780 780 780 724 780 780 780 780 780 724 780 780 780 724 780 780 536 780
 780 780 780 780 780 584 780 780 780 914 780 780 780 780 780 780 780 780
 780 628 780 780 780 780 484 780 780 914 780 780 780 780]"
n02823750,0.8376923076923077,0.76,0.9676923076923077,0.9,[441 441 441 ... 441 440 441],"[441 441 441 441 441 441 441 441 441 441 441 441 441 441 787 441 441 441
 898 441 441 441 441 629 441 441 441 647 711 966 441 966 441 441 845 441
 441 441 441 441 441 441 969 441 441 441 440 441 966 549]"
n02364673,0.8946153846153846,0.8,0.9684615384615385,0.92,[338 338 338 ... 338 811 338],"[338 338 337 338 338 338 338 338 338 338 338 338 338 338 617 338 338 106
 338 341 338 338 338 338 341 605 338 361 338 338 338 338 281 338 338 338
 338 338 338 338 338 338 338 338 338 338 333 338 674 338]"
n02127052,0.8284615384615385,0.68,0.9561538461538461,0.94,[287 287 287 ... 287 283  49],"[287 287 287 287 287 287 876 287 286 287 287 287 160 287 287 282 287 287
 293 287 287 282 287 105 287 290 285 287 285 287 287 287 287 287 287 286
 287 287 287 288 278 287 269 287 287 356 287 287 281 287]"
n02895154,0.48538461538461536,0.4,0.9353846153846154,0.92,[461 461 787 ... 490 506 524],"[461 461 461 524 461 461 524 524 524 787 461 461 524 524 461 461 505 461
 787 461 461 461 787 524 524 461 461 524 524 461 501 524 461 524 524 524
 787 524 653 524 461 461 467 524 461  69 524 524 524 524]"
n02094433,0.703076923076923,0.52,0.9476923076923077,0.84,[201 187 187 ... 187 193 187],"[187 201 186 187 187 193 187 187 187 193 187 187 201 201 187 187 187 193
 153 193 237 187 187 193 187 187 187 187 192 876 201 852 187 187 903 187
 196 187 187 201 187 187 189 224 187 187 182 272 202 201]"
n02117135,0.9007692307692308,0.9,0.9638461538461538,0.96,[276 276 276 ... 276 276 276],"[276 276 276 276 276 276 276 276 276 276 276 276 276 276 275 276 176 276
 276 276 276 276 276 276 287 276 276 276 276 276 276 276 276 275 276 276
 276 276 276 276 276 276 276 346 276 276 276 276 276 276]"
n04467665,0.8053846153846154,0.64,0.97,0.94,[555 864 867 ... 867 867 867],"[867 675 867 757 569 920 867 867 867 675 867 867 867 867 867 569 864 867
 867 867 867 867 803 867 867 867 867 867 569 425 912 867 867 867 867 867
 569 867 919 460 867 867 867 675 757 970 919 867 867 867]"
n02090622,0.8738461538461538,0.84,0.963076923076923,0.98,[169 169 169 ... 169 169 176],"[169 169 169 169 169 276 169 169 169 169 169 212 169 169 257 169 169 232
 169 169 169 169 169 169 169 169 169 169 169 169 169 257 169 169 169 169
 257 169 169 169 169 169 169 169 169 169 169 270 176 169]"
n04008634,0.3353846153846154,0.24,0.953076923076923,0.88,[403 657 744 ... 657 657 657],"[657 744 657 657 657 657 657 472 657 812 657 657 744 744 657 657 437 733
 657 744 867 895 744 657 657 657 517 744 744 744 739 657 628 744 744 895
 884 618 895 657 657 657 657 744 471 657 744 657 700 847]"
n07920052,0.8569230769230769,0.64,0.9715384615384616,0.9,[967 967 967 ... 967 967 967],"[967 969 967 967 967 969 967 967 967 968 762 967 967 967 967 550 960 925
 967 960 967 967 967 967 967 967 967 550 967 967 659 969 967 923 868 967
 441 999 666 967 967 967 967 967 967 967 967 773 967 711]"
n07695742,0.8530769230769231,0.68,0.943076923076923,0.84,[932 932 932 ... 932 932 932],"[932 930 965 868 932 932 932 855 932 932 415 932 932 932 932 932 932 932
 932 962 932 932 932 932 932 931 932 931 932 591 932 932 932 644 932 932
 932 932 415 932 932 932 932 582 791 675 932 961 932 934]"
n03933933,0.6623076923076923,0.46,0.9576923076923077,0.86,[510 718 718 ... 536 821 536],"[449 536 424 718 718 839 978 888 888 718 460 718 536 694 718 839 718 718
 716 839 718 718 888 718 449 839 718 821 839 536 525 888 718 718 718 718
 839 718 718 775 718 708 517 718 718 821 718 718 718 839]"
n01728572,0.7415384615384616,0.76,0.9392307692307692,0.92,[52 61 52 ... 52 52 52],"[ 52  53  52  52  52  52  52  52  60  52  52  42  52 111  57  53  52  52
  52  52 659  52  52  52  52  52  52  52  52  52  52 120  52  52  56  52
  52  52  52  52  60  52  52  52  52  52  53  52  52 677]"
n02110627,0.8291404612159329,0.76,0.9465408805031447,0.88,"[252 199 252 252 252 252 252 252 192 252 252 252 252 183 252 262 252 252
 233 252 202 252 252 252 199 252 252 204 201 252 252 252 252 252 252 252
 199 252 252 252 252 252 252 252 189 252 252 252 252 252 187 252 252 224
 192 252 199 252 252 252 252 252 252 252 252 224 252 252 252 252 252 252
 252 252 252 200 252 252 252 252 252 187 252 252 192 252 252 252 252 252
 252 252 252 252 252 233 252 252 252 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 262 252 252 252 196 252 252 252 252 252
 175 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252
 252 252 252 192 156 187 252 252 252 252 197 252 252 155 252 252 252 233
 252 204 233 252 252 256 252 197 191 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 233 252 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 262 252 252 252 189
 199 252 252 252 252 252 252  87 252 252 252 252 252 252 252 252 252 252
 252 252 233 252 252 252 252 252 252 252 252 192 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 262 252 252 252 252 252 252 252 252
 252 252 177 262 189 252 252 252 252 252 252 252 197 252 252 252 252 252
 252 221 252 252 252 199 252 252 183 252 252 252 252 155 252 252 197 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 252 256 252 252 252
 252 197 252 252 190 252 252 252 252 252 252 252 252 265 252 252 252 252
 252 252 226 183 252 252 252 252 252 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 267
 183 196 252 252 198 252 252 265 252 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 233 252 252 252 252 252 252 155 252 252 183
 252 252 252 252 226 252 252 252 196 252 252 252 252 252 252 252 252 252
 252 252 252 252 197 252 252 252 220 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 233 252 252 252 252 252 252
 252 252 262 252 252 252 252 252 252 252 252 252 252 224 252 252 252 252
 252 782 153 252 265 252 252 252 252 192 252 252 199 252 252 252 252 252
 252 252 252 160 233 252 252 252 252 252 183 252 192 252 252 196 252 252
 252 252 199 252 252 252 177 252 252 252 252 252 252 187 197 262 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 262 183 262 252 252
 252 252 252 252 252 788 252 252 252 252 252 252 155 265 252 252 252 252
 252 177 252 252 252 252 252 252 252 262 252 192 252 252 252 252 252 252
 252 252 252 254 252 252 252 252 233 186 252 252 252 252 252 196 252 256
 252 252 252 252 252 252 252 252 252 165 252 252 252 852 252 252 252 252
 252 252 262 252 252 196 252 252 193 205 252 255 252 252 252 252 252 252
 252 252 252 252 252 187 252 183 252 252 262 252 252 252 252 252 252 252
 252 594 252 252 252 252 199 252 252 233 247 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252 252
 252 252 252 252 252 262 252 252 233 252 252 252 252 252 252 252 252 252
 252 252 183 252 223 265 252 252 252 252 252 252 252 199 252 252 252 252
 199 197 252 252 252 252 265 252 252 252 252 252 252 252 252 252 262 252
 152 252 252 252 252 252 252 252 252 183 252 265 196 183 252 252 252 252
 252 252 252 252 208 602 252 252 252 252 252 252 252 252 252 221 252 252
 252 252 252 252 252 252 252 252 252 252 177 252 252 252 183 252 252 252
 252 252 252 252 252 252 252 252 252 252 252 252 183 252 252 252 252 252
 252 252 252 252 252 252 155 676 252 252 252 252 252 262 262 233 252 252
 252 252 191 221 252 252 187 252 252 252 252 252 252 252 252 252 221 252
 252 252 252 252 252 252 252 252 252 252 233 197 252 189 177 252 252 252
 252 233 252 252 252 252 252 252 187 252 199 252 252 252 252 252 252 252
 252 252 252 252 252 252 252 252 252 192 192 252 252 252 252 252 252 252
 252 252 259 252 252 252 201 252 252 252 252 262 252 233 252 257 187 252
 199 252 252 252 252 252 252 252 252 252 252 252 252 252 199 214 252 252]","[252 208 256 252 252 252 252 252 233 252 252 252 197 233 252 197 252 252
 252 252 177 252 252 252 252 252 189 252 252 197 252 252 183 252 252 252
 252 252 252 252 252 155 252 252 252 179 252 252 252 252]"
n03146219,0.6961538461538461,0.5,0.96,0.8,[524 524 524 ... 524 524 524],"[406 524 461 524 524 543 524 515 524 461 469 524 737 787 524 524 787 795
 524 787 314 461 461 524 122 524 524 448 524 524 524 524 524 412 524 524
 524 467 787 524 524 665 727 514 461 461 524 524 524 461]"
n07718747,0.8530769230769231,0.78,0.9769230769230769,0.92,[944 944 944 ... 944 944 946],"[944 944 944 946 944 944 944 944 944 944 946 944 944 804 944 953 944 944
 946 944 944 944 944 944 944 960 944 944 944 995 944 944 944 944 944 944
 944 944 944 944 995 944 946 944 944 944 944 946 944 946]"
n07754684,0.9423076923076923,0.94,0.9776923076923076,0.96,[955 955 955 ... 955 955 955],"[955 955 955 955 955 955 955 398 955 955 955 955 955 955 955 955 955 955
 955 955 955 941 955 955 955 955 955 955 955 955 955 955 955 955 955 955
 955 955 955 955 987 955 955 955 955 955 955 955 955 955]"
n03788365,0.916923076923077,0.86,0.9807692307692307,0.96,[669 669 669 ... 669 669 669],"[669 669 669 669 669 669 669 879 669 669 669 463 669 669 669 669 669 669
 794 669 669 876 669 669 669 669 669 669 669 669 669 669 601 669 669 669
 669 562 669 669 669 669 669 669 669 669 669 669 601 669]"
n03649909,0.8223076923076923,0.88,0.9415384615384615,0.96,[621 621 621 ... 428 621 621],"[621 621 621 621 621 621 621 621 920 621 621 621 621 621 621 621 621 621
 621 621 621 621 621 621 491 621 870 621 621 621 621 621 621 621 870 575
 621 621 621 787 621 621 621 621 621 621 621 621 621 621]"
n01768244,0.9407692307692308,0.96,0.9784615384615385,1.0,[69 69 69 ... 69 69 69],"[ 69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69
  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69  69
 748  69  69  69  69  69  69  69  69  79  69  69  69  69]"
n02110806,0.8,0.8,0.9284615384615384,0.94,[273 253 253 ... 253 253 253],"[253 253 253 253 253 253 253 240 158 253 158 253 253 253 253 253 253 166
 253 253 253 253 253 253 253 253 253 253 253 263 253 253 157 253 253 253
 253 172 253 253 253 253 253 253 253 151 253 263 253 262]"
n02493509,0.46076923076923076,0.6,0.9315384615384615,0.96,[380 377 380 ... 373 380 377],"[382 380 380 373 380 380 380 382 380 380 382 382 380 377 380 382 380 380
 380 382 380 364 377 380 381 380 380 380 372 377 380 380 380 378 380 380
 380 382 334 380 858 382 380 382 380 380 380 380 380 955]"
n01828970,0.9415384615384615,0.96,0.9846153846153847,1.0,[ 92  92 142 ...  92  92  92],"[92 92 92 92 92 92 92 95 92 92 92 92 92 92 92 92 92 92 92 92 92 94 92 92
 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92 92
 92 92]"
n02102318,0.7369230769230769,0.68,0.9292307692307692,0.98,[219 219 791 ... 219 219 219],"[207 219 219 219 219 217 219 219 233 219 219 207 212 219 219 219 219 219
 219 220 215 219 219 219 219 219 219 219 219 213 219 213 213 219 219 219
 205 207 219 155 219 267 219 213 219 219 219 219 217 219]"
n02088632,0.8477112676056338,0.84,0.9551056338028169,0.92,[164 166 164 ... 164 164 164],"[210 164 164 164 164 205 164 164 164 242 164 164 164 164 164 164 164 164
 164 164 176 164 164 164 164 236 162 164 164 164 164 164 164 164 164 164
 164 241 164 164 164 217 164 164 164 164 164 164 164 164]"
n07714571,0.8669230769230769,0.78,0.953076923076923,0.94,[936 936 936 ... 936 936 936],"[936 936 936 936 936 991 936 936 936 936 506 936 936 580 936 936 936 936
 936 936 936 936 843 936 582 936 459 936 936 936 936 936 936 936 943 475
 944 936 936 936 936 936 944 936 936 936 936 936 936 956]"
n04461696,0.7092307692307692,0.6,0.9576923076923077,0.9,[864 864 864 ... 864 595 864],"[864 569 864 609 555 864 864 864 555 864 734 595 864 575 864 864 864 555
 407 864 864 864 864 864 867 864 555 864 555 864 864 867 864 864 864 627
 779 864 779 569 864 864 920 511 864 779 864 864 864 864]"
n04392985,0.42846153846153845,0.36,0.9184615384615384,0.78,[848 848 482 ... 485 848 848],"[848 482 848 598 745 482 598 571 754 848 848 771 635 481 848 710 593 848
 485 754 881 759 754 482 482 482 632 848 848 848 848 848 848 754 848 710
 732 848 531 848 848 759 848 771 482 745 745 848 710 482]"
n01494475,0.8707692307692307,0.82,0.9684615384615385,1.0,[149   4   4 ...   4   4   4],"[  3   4   4   4   4   4   4 389   4   4   4   4 587   4   2   4   4   4
   4   4   4   4   4 395   4   4   4   4   4   4   4   4 394 983   4   4
 150   4   4   4   4   4   4   4   4   4   4   4   4 983]"
n07583066,0.8292307692307692,0.68,0.9561538461538461,0.92,[924 924 924 ... 938 924 924],"[964 924 938 924 924 924 924 924 962 924 924 809 960 924 924 926 924 924
 923 963 924 924 923 924 924 928 924 924 964 666 924 924 962 924 924 924
 924 924 924 924 924 924 924 943 965 965 924 924 924 924]"
n04326547,0.9015384615384615,0.74,0.9761538461538461,0.84,[825 825 825 ... 825 825 825],"[825 921 825 825 825 825 825 825 825 825 743 825 825 825 412 825 825 825
 825 825 825 723 825 421 825 825 415 825 825 912 970 825 825 649 825 825
 972 825 825 825 825 738 825 825 825 825 979 825 825 677]"
n03888257,0.9092307692307692,0.94,0.9661538461538461,0.96,[701 701 701 ... 701 701 701],"[701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701
 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701 701
 701 701 701 701 701 701 701 701 979 723 701 708 701 701]"
n02095314,0.7533265097236438,0.76,0.9263050153531218,0.9,"[188 188 217 196 188 188 188 188 188 332 188 188 188 188 188 188 212 188
 188 188 189 188 188 188 188 188 188 201 188 188 188 189 371 188 189 188
 188 181 188 185 210 188 188 188 188 189 188 177 188 188 188 190 202 188
 188 188 188 189 188 188 181 188 188 188 203 188 188 188 188 188 188 188
 192 189 181 850 188 188 188 188 188 188 188 188 265 188 188 188 188 188
 855 188 188 188 188 188 188 188 188 169 191 188 190 188 188 188 158 188
 188 188 188 188 188 188 188 188 188 188 188 188 188 189 188 188 188 188
 188 229 196 645 188 189 188 338 188 188 188 189 188 170 188 188 188 188
 166 188 188 188 217 188 176 189 188 188 188 188 188 158 188 188 188 181
 188 188 188 188 188 188 184 188 188 188 188 189 264 189 188 188 188 188
 188 188 189 188 188 188 188 188 188 191 199 188 189 188 188 193 188 188
 188 188 188 188 188 169 188 169 202 188 188 188 188 188 188 191 188 188
 188 188 188 188 188 188 185 189 188 188 188 188 188 188 188 188 189 188
 188 188 188 188 188 191 193 189 188 188 188 155 188 188 151 188 188 189
 188 188 188 188 188 188 188 188 190 188 188 188 188 188 188 188 188 199
 188 189 189 188 188 190 188 188 189 189 188 188 188 188 188 188 188 188
 188 188 188 188 188 188 188 188 188 188 203 188 188 188 190 188 191 188
 199 188 188 188 188 188 184 188 188 158 188 188 188 188 188 188 188 188
 188 188 188 188 188 188 188 191 201 188 188 189 188 188 189 188 188 174
 189 188 188 188 189 188 265 188 188 188 189 188 188 188 188 190 188 188
 188 188 188 188 158 188 188 188 188 188 188 192 188 189 202 188 158 188
 188 158 188 188 188 188 188 188 188 153 188 189 189 188 189 188 188 191
 189 188 188 188 188 188 188 222 188 450 188 188 192 190 199 188 188 188
 188 188 189 188 188 188 155 188 188 188 218 188 188 188 188 188 188 188
 151 158 189 188 188 190 188 188 188 190 188 203 188 188 189 188 188 188
 191 158 188 188 188 188 188 188 188 188 188 181 188 188 191 188 188 188
 188 188 188 188 188 230 188 184 188 188 157 188 189 188 188 188 191 188
 188 188 338 188 188 191 188 188 188 188 188 190 188 188 188 188 188 188
 188 188 188 188 188 188 188 188 188 189 188 155 188 188 188 162 182 188
 188 190 188 188 188 188 188 188 189 188 188 188 167 188 188 189 188 188
 188 188 188 189 188 188 188 188 188 188 188 188 189 181 188 191 189 188
 188 188 189 188 188 158 192 188 188 188 188 188 188 188 188 191 188 188
 189 188 188 188 188 188 188 716 188 188 188 359 188 189 188 188 188 182
 203 162 188 188 188 188 188 188 188 203 188 188 188 188 188 188 203 188
 189 188 188 188 188 188 188 215 184 188 188 188 188 191 188 188 188 203
 188 190 188 191 188 188 188 188 188 188 188 188 188 188 188 188 212 188
 198 188 188 188 188 188 188 188 188 188 188 188 188 188 188 188 188 188
 188 189 188 188 188 188 188 815 188 188 181 185 188 188 188 188 188 188
 188 188 188 188 188 188 189 148 188 188 188 188 188 188 188 188 188 210
 183 188 188 194 188 188 188 188 188 188 188 188 188 188 188 189 169 188
 188 188 188 188 188 188 189 188 188 188 146 188 188 188 188 188 192 210
 188 188 188 188 188 188 173 188 188 188 188 188 188 188 188 190 188 188
 188 181 188 188 188 188 189 188 189 188 175 188 188 184 188 188 189 188
 171 189 188 189 188 189 181 191 188 188 188 188 188 188 189 188 188 188
 188 188 228 189 188 162 188 193 199 188 188 194 188 189 188 189 188 188
 188 188 188 188 188 188 188 190 198 188 188 188 189 184 188 188 191 188
 188 188 183 188 188 188 188 188 188 188 157 188 188 188 189 188 188 188
 188 188 188 188 189 188 188 188 188 188 189 188 188 188 190 188 188 188
 181 188 189 188 188 188 188 188 188 188 188 188 188 188 191 188 212 188
 188 188 188 188 190 188 188 188 188 188 188 188 188 188 188 188 188 188
 188 188 188 193 188 188 188 188 189 193 188 182 188 188 188 188 188 188
 188 188 188 188 188 188 189 175 188 188 188 207 188 188 189 189 354 188
 382 188 188 188 188 188 175 188 189 188 188 157 189 188 189 188 175 212
 188 189 188 188 188 260 188 188 188 190 188 188 188 188 188 191 227 198
 188 188 188 191 188]","[188 188 188 188 188 188 188 188 189 188 188 188 188 181 188 188 188 189
 188 333 188 189 189 188 156 188 188 266 188 188 188 188 189 188 188 188
 188 188 188 188 188 188 188 189 188 188 188 188 189 266]"
n02009912,0.8884615384615384,0.8,0.9869230769230769,0.98,[132 132 132 ... 132 134 132],"[129 132  22 132 131 132 132 132 132 132 132 127 132 132 132 132 132 132
 132 132 132 132 132 129 310 132 132 132 132 132 144 132 132 134 132 132
 132 132  89 132 132 132 132 132 132 132 132 132 132 134]"
n04532106,0.8523076923076923,0.56,0.9569230769230769,0.88,[406 887 887 ... 741 887 887],"[887 741 887 887 887 887 614 887 578 887 887 887 691 887 614 887 887 887
 406 406 887 887 406 887 893 501 467 887 887 887 887 887 887 470 887 887
 721 496 887 501 857 501 887 887 624 887 689 614 399 406]"
n04033995,0.7707692307692308,0.54,0.9392307692307692,0.86,[750 180 750 ... 427 750 750],"[750 750 750 831 669 750 516 588 750 750 797 750 831 453 750 207 786 750
 281 721 831 750 831 750 885 750 750 750 750 750 831 750 750 431 797 750
 750 750 750 748 750 831 520 894 191 750 750 564 750 750]"
n03271574,0.8469230769230769,0.84,0.9215384615384615,0.88,[545 545 545 ... 545 545 581],"[545 545 635 545 545 545 545 545 545 545 545 535 545 545 545 545 545 545
 545 545 545 545 545 545 635 545 545 545 545 545 545 545 545 545 545 545
 594 896 545 534 545 545 545 545 811 545 545 545 545 107]"
n04243546,0.9415384615384615,0.94,0.9784615384615385,0.98,[800 800 800 ... 800 800 800],"[800 800 800 800 982 800 800 800 800 800 800 552 800 800 800 800 886 800
 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800 800
 800 800 800 800 800 800 800 800 800 800 800 800 800 800]"
