class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max
799,n04239074,sliding door,http://wordnet-rdf.princeton.edu/wn30/04239074-n,1300,50,17,1,18,-0.9922778767136676,13.0,49.0,5.0,30.2,3.3466401061363023,13.0,32.76923076923077,9.696681959600461,17.0,17.0,1,0.0,,,,1.0,17.0,,13.0,49.0
800,n04243546,"slot, one-armed bandit",http://wordnet-rdf.princeton.edu/wn30/04243546-n,1300,50,140,9,154,-1.3463822258330718,16.0,59.0,34.0,29.88235294117647,7.6782443774695395,120.0,33.1,8.819763902402244,17.0,74.0,11,-2.846049894151541,1.0,25.0,,10.0,42.7,17.036235890986404,17.0,74.0
801,n04251144,snorkel,http://wordnet-rdf.princeton.edu/wn30/04251144-n,1300,50,159,12,203,-1.3749057870940797,15.0,76.0,44.0,29.59090909090909,8.64094681994003,159.0,36.924528301886795,10.05462748166634,18.0,51.0,21,-2.7577641592229636,2.0,29.0,5.656854249492381,19.0,36.26315789473684,7.362382655266779,15.0,76.0
802,n04252077,snowmobile,http://wordnet-rdf.princeton.edu/wn30/04252077-n,1300,50,38,0,40,-0.7472647177570737,12.0,45.0,13.0,26.846153846153847,6.5808580221497195,27.0,26.074074074074073,10.137234966376816,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,45.0
803,n04252225,"snowplow, snowplough",http://wordnet-rdf.princeton.edu/wn30/04252225-n,1300,50,4,0,4,-1.1547005383792515,18.0,32.0,1.0,23.0,,3.0,26.333333333333332,7.371114795831994,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,32.0
804,n04254120,soap dispenser,http://wordnet-rdf.princeton.edu/wn30/04254120-n,1300,50,15,0,16,-0.8090398349558905,11.0,38.0,5.0,25.8,8.555699854482976,11.0,28.90909090909091,7.449222046019913,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,38.0
805,n04254680,soccer ball,http://wordnet-rdf.princeton.edu/wn30/04254680-n,1300,50,215,4,258,-0.3950872132756335,2.0,72.0,104.0,18.875,7.873622548664303,154.0,29.12987012987013,9.127779403873026,10.0,29.0,4,0.0,,,,4.0,23.75,9.17877987534291,2.0,72.0
806,n04254777,sock,http://wordnet-rdf.princeton.edu/wn30/04254777-n,1300,50,16,3,16,-2.267786838055363,2.0,42.0,2.0,29.5,0.7071067811865476,14.0,31.071428571428573,10.557274456792529,23.0,33.0,3,-0.7071067811865475,1.0,30.0,,2.0,28.0,7.0710678118654755,23.0,33.0
807,n04258138,"solar dish, solar collector, solar furnace",http://wordnet-rdf.princeton.edu/wn30/04258138-n,1300,50,18,1,21,-1.576481562736164,15.0,41.0,4.0,22.75,6.551081335677848,17.0,29.235294117647058,7.310347219564077,42.0,42.0,1,0.0,,,,1.0,42.0,,15.0,41.0
808,n04259630,sombrero,http://wordnet-rdf.princeton.edu/wn30/04259630-n,1300,50,659,18,806,-1.253343995943559,5.0,78.0,189.0,30.444444444444443,8.024121436188203,617.0,36.02431118314425,9.625844146846108,16.0,70.0,25,-2.3387383286073224,3.0,26.0,8.717797887081348,22.0,36.0,12.795088343356044,5.0,78.0
809,n04263257,soup bowl,http://wordnet-rdf.princeton.edu/wn30/04263257-n,1300,50,27,0,29,-1.4471361022898732,15.0,63.0,6.0,23.0,5.89915248150105,23.0,31.043478260869566,8.78261847923378,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,63.0
810,n04264628,space bar,http://wordnet-rdf.princeton.edu/wn30/04264628-n,1045,50,8,0,8,-2.267786838055363,23.0,53.0,1.0,31.0,,7.0,33.142857142857146,10.221359521912458,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,53.0
811,n04265275,space heater,http://wordnet-rdf.princeton.edu/wn30/04265275-n,1004,50,12,2,14,-0.948683298050514,18.0,47.0,4.0,30.0,8.981462390204987,10.0,32.2,7.568942389058652,26.0,39.0,3,0.0,,,,3.0,33.666666666666664,6.8068592855540455,18.0,47.0
812,n04266014,space shuttle,http://wordnet-rdf.princeton.edu/wn30/04266014-n,1238,50,11,0,11,-1.0206207261596578,18.0,62.0,3.0,18.666666666666668,0.5773502691896258,8.0,36.25,11.97318432402771,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,62.0
813,n04270147,spatula,http://wordnet-rdf.princeton.edu/wn30/04270147-n,1300,50,249,5,285,-0.9004263382522396,2.0,67.0,84.0,24.714285714285715,8.779180504296649,201.0,34.407960199004975,10.002636468372124,13.0,44.0,7,-2.0412414523193148,1.0,27.0,,6.0,29.833333333333332,12.02358792817962,2.0,67.0
814,n04273569,speedboat,http://wordnet-rdf.princeton.edu/wn30/04273569-n,1300,50,4,0,7,-0.9486832980505139,14.0,40.0,2.0,22.0,11.313708498984761,5.0,29.2,7.854934754662192,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,40.0
815,n04275548,"spider web, spider's web",http://wordnet-rdf.princeton.edu/wn30/04275548-n,1300,50,1,0,1,0.0,36.0,36.0,,,,1.0,36.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.0,36.0
816,n04277352,spindle,http://wordnet-rdf.princeton.edu/wn30/04277352-n,1300,50,6,0,6,-0.7071067811865475,23.0,38.0,2.0,32.5,4.949747468305833,4.0,33.25,6.946221994724902,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,38.0
817,n04285008,"sports car, sport car",http://wordnet-rdf.princeton.edu/wn30/04285008-n,1300,50,3,0,3,-0.7071067811865475,19.0,29.0,1.0,29.0,,2.0,21.0,2.8284271247461903,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,29.0
818,n04286575,"spotlight, spot",http://wordnet-rdf.princeton.edu/wn30/04286575-n,1300,50,12,0,15,-1.5,14.0,45.0,3.0,23.333333333333332,8.082903768654761,12.0,32.666666666666664,7.36494563743849,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,45.0
819,n04296562,stage,http://wordnet-rdf.princeton.edu/wn30/04296562-n,1300,50,306,6,364,-2.0412414523193148,9.0,74.0,52.0,25.03846153846154,7.356367225961303,312.0,34.13461538461539,10.130395216727416,23.0,38.0,6,-1.788854381999831,1.0,33.0,,5.0,30.6,6.58027355054484,9.0,74.0
820,n04310018,steam locomotive,http://wordnet-rdf.princeton.edu/wn30/04310018-n,1300,50,1,0,1,0.0,19.0,19.0,1.0,19.0,,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,19.0
821,n04311004,steel arch bridge,http://wordnet-rdf.princeton.edu/wn30/04311004-n,1153,50,3,1,3,-0.7071067811865475,18.0,37.0,1.0,18.0,,2.0,33.0,5.656854249492381,18.0,18.0,1,0.0,1.0,18.0,,,,,18.0,18.0
822,n04311174,steel drum,http://wordnet-rdf.princeton.edu/wn30/04311174-n,1300,50,347,16,504,-1.2427328863186842,12.0,74.0,119.0,22.974789915966387,6.624891665086663,385.0,30.246753246753247,9.140904866307917,16.0,38.0,20,-0.4082482904638627,8.0,23.875,7.31803057034961,12.0,29.0,7.36082999272624,16.0,38.0
823,n04317175,stethoscope,http://wordnet-rdf.princeton.edu/wn30/04317175-n,1300,50,371,22,475,-0.7717436331412902,1.0,58.0,152.0,26.157894736842106,7.842071343448343,323.0,32.93188854489164,8.455675727721818,15.0,56.0,28,-1.1547005383792515,7.0,28.0,7.874007874011811,21.0,32.857142857142854,8.799350625391138,15.0,56.0
824,n04325704,stole,http://wordnet-rdf.princeton.edu/wn30/04325704-n,1300,50,281,8,300,-0.4510508024576012,2.0,68.0,117.0,26.854700854700855,8.34727392756519,183.0,33.97267759562842,8.76458388648181,15.0,53.0,8,-2.267786838055363,1.0,27.0,,7.0,30.571428571428573,12.32689664726613,2.0,68.0
825,n04326547,stone wall,http://wordnet-rdf.princeton.edu/wn30/04326547-n,1300,50,2,0,3,-0.7071067811865475,17.0,30.0,1.0,30.0,,2.0,18.0,1.4142135623730951,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,30.0
826,n04328186,"stopwatch, stop watch",http://wordnet-rdf.princeton.edu/wn30/04328186-n,1084,50,17,0,21,-1.2298373876248845,11.0,53.0,5.0,24.4,7.829431652425353,16.0,33.875,6.7712628068920795,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,53.0
827,n04330267,stove,http://wordnet-rdf.princeton.edu/wn30/04330267-n,1300,50,12,2,16,-1.1547005383792515,16.0,57.0,4.0,31.25,5.188127472091127,12.0,34.333333333333336,11.211465992320973,23.0,50.0,3,-0.7071067811865475,1.0,23.0,,2.0,46.0,5.656854249492381,16.0,57.0
828,n04332243,strainer,http://wordnet-rdf.princeton.edu/wn30/04332243-n,1300,50,54,3,58,-0.8198915917499232,2.0,53.0,18.0,23.22222222222222,10.663602501061899,40.0,35.55,7.69931731905415,18.0,57.0,3,-0.7071067811865475,1.0,29.0,,2.0,37.5,27.577164466275352,18.0,57.0
829,n04335435,"streetcar, tram, tramcar, trolley, trolley car",http://wordnet-rdf.princeton.edu/wn30/04335435-n,1300,50,9,0,10,-1.5000000000000002,16.0,43.0,2.0,21.0,5.656854249492381,8.0,31.5,10.474458731327633,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,43.0
830,n04336792,stretcher,http://wordnet-rdf.princeton.edu/wn30/04336792-n,1300,50,125,7,180,-1.1547005383792515,2.0,57.0,45.0,22.733333333333334,6.315205315887852,135.0,28.0,9.247831532835225,15.0,48.0,8,-0.5163977794943223,3.0,20.333333333333332,9.237604307034012,5.0,33.8,11.32254388377453,2.0,57.0
831,n04344873,"studio couch, day bed",http://wordnet-rdf.princeton.edu/wn30/04344873-n,1300,50,17,2,17,-1.2480754415067652,17.0,38.0,4.0,20.5,3.5118845842842465,13.0,26.0,5.8594652770823155,17.0,30.0,2,0.0,1.0,17.0,,1.0,30.0,,17.0,30.0
832,n04346328,"stupa, tope",http://wordnet-rdf.princeton.edu/wn30/04346328-n,1300,50,12,0,14,-0.948683298050514,17.0,45.0,4.0,27.5,8.812869377601524,10.0,31.6,8.016649341630622,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,45.0
833,n04347754,"submarine, pigboat, sub, U-boat",http://wordnet-rdf.princeton.edu/wn30/04347754-n,1300,50,3,1,3,-0.7071067811865472,13.0,37.0,1.0,13.0,,2.0,31.0,8.48528137423857,39.0,39.0,1,0.0,,,,1.0,39.0,,13.0,37.0
834,n04350905,"suit, suit of clothes",http://wordnet-rdf.princeton.edu/wn30/04350905-n,1300,50,838,25,1017,-1.6069777998094363,6.0,75.0,190.0,25.98421052631579,7.6161040157500866,827.0,33.73639661426844,9.24056579703247,15.0,49.0,29,-0.4974683381630911,11.0,23.727272727272727,7.669301260100676,18.0,32.111111111111114,7.760297817881877,6.0,75.0
835,n04355338,sundial,http://wordnet-rdf.princeton.edu/wn30/04355338-n,1300,50,9,1,9,-1.3363062095621225,16.0,50.0,2.0,22.5,9.192388155425117,7.0,36.857142857142854,6.768273325562717,23.0,23.0,1,0.0,1.0,23.0,,,,,23.0,23.0
836,n04355933,sunglass,http://wordnet-rdf.princeton.edu/wn30/04355933-n,1300,50,547,21,643,-2.4123104927157537,9.0,89.0,74.0,30.7027027027027,9.088197569435232,569.0,36.878734622144115,8.717255904737222,18.0,55.0,27,-4.902903378454602,1.0,31.0,,26.0,35.88461538461539,7.81448359433647,9.0,89.0
837,n04356056,"sunglasses, dark glasses, shades",http://wordnet-rdf.princeton.edu/wn30/04356056-n,1300,50,648,31,772,-2.0762463125934234,3.0,86.0,108.0,29.925925925925927,7.4854421999666245,664.0,36.71234939759036,8.2573664479674,16.0,62.0,45,-2.4748737341529154,5.0,25.6,6.9498201415576215,40.0,36.3,8.482863570692054,16.0,62.0
838,n04357314,"sunscreen, sunblock, sun blocker",http://wordnet-rdf.princeton.edu/wn30/04357314-n,1217,50,260,14,302,-1.0463799017720414,2.0,67.0,81.0,26.567901234567902,9.769772606879009,221.0,35.2262443438914,8.639941020107358,22.0,58.0,16,-1.1547005383792515,4.0,30.75,4.112987559751022,12.0,34.0,8.954430086935638,2.0,67.0
839,n04366367,suspension bridge,http://wordnet-rdf.princeton.edu/wn30/04366367-n,1300,50,23,0,29,-1.0029717747535973,2.0,41.0,8.0,21.0,11.376667852608312,21.0,29.666666666666668,5.570756980279551,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,41.0
840,n04367480,"swab, swob, mop",http://wordnet-rdf.princeton.edu/wn30/04367480-n,1300,50,64,0,69,-0.9263710192499133,4.0,45.0,20.0,23.7,9.592211753072878,49.0,27.73469387755102,8.393389040896217,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,45.0
841,n04370456,sweatshirt,http://wordnet-rdf.princeton.edu/wn30/04370456-n,931,50,345,8,388,-1.0473616442603868,9.0,77.0,104.0,26.28846153846154,7.710380188985529,284.0,33.61267605633803,9.178518931426156,16.0,40.0,8,-2.267786838055363,1.0,38.0,,7.0,29.571428571428573,8.141603913585719,9.0,77.0
842,n04371430,"swimming trunks, bathing trunks",http://wordnet-rdf.princeton.edu/wn30/04371430-n,1300,50,366,15,453,-1.5278720937810641,2.0,60.0,89.0,23.292134831460675,7.48210326407897,364.0,31.206043956043956,7.98303067744078,16.0,39.0,24,-0.9166984970282114,7.0,23.285714285714285,6.369570517030844,17.0,28.529411764705884,7.203450970358093,16.0,39.0
843,n04371774,swing,http://wordnet-rdf.princeton.edu/wn30/04371774-n,1300,50,341,13,383,-0.24729992640337375,2.0,62.0,168.0,20.720238095238095,9.076471916881651,215.0,28.516279069767442,8.763159136555565,10.0,42.0,13,-0.1543033499620916,6.0,19.333333333333332,7.146094504459528,7.0,29.714285714285715,11.368293418015533,2.0,62.0
844,n04372370,"switch, electric switch, electrical switch",http://wordnet-rdf.princeton.edu/wn30/04372370-n,1300,50,4,0,4,0.0,18.0,45.0,2.0,24.5,9.192388155425117,2.0,38.5,9.192388155425117,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,45.0
845,n04376876,syringe,http://wordnet-rdf.princeton.edu/wn30/04376876-n,1300,50,166,9,186,-0.9528537153549094,15.0,68.0,53.0,28.09433962264151,7.219802231851902,133.0,33.932330827067666,7.276149798466515,19.0,42.0,9,-2.474873734152916,1.0,36.0,,8.0,30.5,7.0710678118654755,15.0,68.0
846,n04380533,table lamp,http://wordnet-rdf.princeton.edu/wn30/04380533-n,1300,50,6,1,7,-0.2886751345948128,18.0,37.0,3.0,27.666666666666668,9.018499505645789,4.0,25.25,4.924428900898052,19.0,19.0,1,0.0,,,,1.0,19.0,,18.0,37.0
847,n04389033,"tank, army tank, armored combat vehicle, armoured combat vehicle",http://wordnet-rdf.princeton.edu/wn30/04389033-n,1300,50,8,0,11,-1.0206207261596578,3.0,49.0,3.0,23.333333333333332,18.44812546936228,8.0,31.0,11.513966674062791,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,49.0
848,n04392985,tape player,http://wordnet-rdf.princeton.edu/wn30/04392985-n,1300,50,12,2,12,-0.7071067811865472,15.0,44.0,4.0,21.5,6.027713773341708,8.0,34.25,6.541078984824621,28.0,33.0,2,0.0,1.0,33.0,,1.0,28.0,,28.0,33.0
849,n04398044,teapot,http://wordnet-rdf.princeton.edu/wn30/04398044-n,1300,50,11,0,12,-1.1547005383792515,17.0,50.0,3.0,19.666666666666668,4.618802153517007,9.0,34.0,8.0156097709407,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,50.0
850,n04399382,"teddy, teddy bear",http://wordnet-rdf.princeton.edu/wn30/04399382-n,1300,50,58,1,66,-0.3698001308168196,5.0,59.0,27.0,22.0,7.985563898011884,39.0,30.94871794871795,10.414940477755776,37.0,37.0,1,0.0,1.0,37.0,,,,,5.0,59.0
851,n04404412,"television, television system",http://wordnet-rdf.princeton.edu/wn30/04404412-n,1300,50,101,10,120,-1.260976649982561,2.0,67.0,28.0,23.821428571428573,9.451841174464453,92.0,33.5,10.91676802793868,21.0,42.0,10,0.40824829046386274,6.0,32.833333333333336,7.332575718440736,4.0,32.25,3.304037933599835,21.0,42.0
852,n04409515,tennis ball,http://wordnet-rdf.princeton.edu/wn30/04409515-n,1300,50,62,3,64,-1.360672102833218,13.0,68.0,14.0,28.142857142857142,14.282087451700539,50.0,33.14,6.755224735305983,13.0,30.0,4,-1.1547005383792515,1.0,13.0,,3.0,25.333333333333332,6.429100507328636,13.0,30.0
853,n04417672,"thatch, thatched roof",http://wordnet-rdf.princeton.edu/wn30/04417672-n,1300,50,9,0,10,-1.5,19.0,41.0,2.0,30.5,7.7781745930520225,8.0,29.375,8.262436513696013,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,41.0
854,n04418357,"theater curtain, theatre curtain",http://wordnet-rdf.princeton.edu/wn30/04418357-n,1264,50,50,1,66,-1.202081528017131,16.0,60.0,16.0,26.5625,9.845261127398636,50.0,29.06,7.590031055837086,29.0,29.0,1,0.0,1.0,29.0,,,,,29.0,29.0
855,n04423845,thimble,http://wordnet-rdf.princeton.edu/wn30/04423845-n,1300,50,10,2,12,0.0,15.0,37.0,6.0,19.5,4.08656334834051,6.0,30.5,4.135214625627067,28.0,30.0,2,0.0,,,,2.0,29.0,1.4142135623730951,15.0,37.0
856,n04428191,"thresher, thrasher, threshing machine",http://wordnet-rdf.princeton.edu/wn30/04428191-n,1300,50,11,1,12,-1.7888543819998326,15.0,55.0,2.0,25.5,9.192388155425117,10.0,30.8,12.994015716646047,19.0,19.0,1,0.0,,,,1.0,19.0,,19.0,19.0
857,n04429376,throne,http://wordnet-rdf.princeton.edu/wn30/04429376-n,976,50,47,1,52,-0.8333333333333334,6.0,60.0,16.0,19.875,7.310950690573696,36.0,30.36111111111111,11.573745603804644,26.0,26.0,1,0.0,,,,1.0,26.0,,6.0,60.0
858,n04435653,tile roof,http://wordnet-rdf.princeton.edu/wn30/04435653-n,1300,50,2,0,2,0.0,34.0,40.0,2.0,37.0,4.242640687119285,,,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.0,40.0
859,n04442312,toaster,http://wordnet-rdf.princeton.edu/wn30/04442312-n,1300,50,45,0,49,-0.7398300378117154,17.0,81.0,16.0,28.3125,9.884120260970793,33.0,34.24242424242424,12.621980587031258,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,81.0
860,n04443257,"tobacco shop, tobacconist shop, tobacconist",http://wordnet-rdf.princeton.edu/wn30/04443257-n,1250,50,125,1,143,-1.995408468726339,14.0,84.0,21.0,25.666666666666668,8.742615931935552,122.0,36.00819672131148,12.515442297212878,38.0,38.0,1,0.0,,,,1.0,38.0,,14.0,84.0
861,n04447861,toilet seat,http://wordnet-rdf.princeton.edu/wn30/04447861-n,1300,50,43,2,46,-1.534390548183335,12.0,57.0,9.0,25.22222222222222,7.529571332051011,37.0,35.16216216216216,8.401433454124605,15.0,28.0,2,0.0,1.0,15.0,,1.0,28.0,,12.0,57.0
862,n04456115,torch,http://wordnet-rdf.princeton.edu/wn30/04456115-n,1300,50,593,15,946,-1.578145272376807,3.0,78.0,180.0,24.622222222222224,7.208898563430299,766.0,31.710182767624023,9.988075280537766,16.0,60.0,18,-1.3363062095621219,4.0,23.25,7.804912982645397,14.0,34.07142857142857,11.159433992500114,3.0,78.0
863,n04458633,totem pole,http://wordnet-rdf.princeton.edu/wn30/04458633-n,1300,50,22,0,26,-1.918806447200494,14.0,60.0,4.0,19.25,7.274384280931732,22.0,38.18181818181818,11.086827721117926,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,60.0
864,n04461696,"tow truck, tow car, wrecker",http://wordnet-rdf.princeton.edu/wn30/04461696-n,1300,50,3,0,3,0.0,23.0,32.0,,,,3.0,28.0,4.58257569495584,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,32.0
865,n04462240,toyshop,http://wordnet-rdf.princeton.edu/wn30/04462240-n,1300,50,168,3,207,-0.9006946442212822,1.0,68.0,61.0,21.59016393442623,9.842724976990752,146.0,31.08219178082192,10.088919732551302,15.0,28.0,4,0.0,2.0,17.5,3.5355339059327378,2.0,23.5,6.363961030678928,1.0,68.0
866,n04465501,tractor,http://wordnet-rdf.princeton.edu/wn30/04465501-n,1300,50,24,0,37,-0.2727723627949902,4.0,53.0,16.0,22.125,12.148388096094616,21.0,27.714285714285715,8.643742575660482,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,53.0
867,n04467665,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",http://wordnet-rdf.princeton.edu/wn30/04467665-n,1300,50,2,1,2,0.0,27.0,29.0,1.0,29.0,,1.0,27.0,,29.0,29.0,1,0.0,1.0,29.0,,,,,29.0,29.0
868,n04476259,tray,http://wordnet-rdf.princeton.edu/wn30/04476259-n,1300,50,47,1,63,-1.0370378827856195,14.0,65.0,17.0,23.823529411764707,7.939106484026139,46.0,32.391304347826086,9.002415134888501,17.0,17.0,1,0.0,,,,1.0,17.0,,17.0,17.0
869,n04479046,trench coat,http://wordnet-rdf.princeton.edu/wn30/04479046-n,1053,50,466,27,510,-0.6884707827604144,4.0,64.0,172.0,25.697674418604652,6.798812705845509,338.0,31.10355029585799,9.570506087168281,15.0,50.0,30,-1.788854381999832,5.0,22.6,4.03732584763727,25.0,30.08,7.62080485688137,15.0,50.0
870,n04482393,"tricycle, trike, velocipede",http://wordnet-rdf.princeton.edu/wn30/04482393-n,1300,50,290,13,316,-0.08869468382938545,1.0,56.0,151.0,17.397350993377483,8.174822705680882,165.0,27.33939393939394,9.824370500343104,2.0,41.0,13,0.15430334996209166,7.0,10.714285714285714,6.524678426668135,6.0,26.333333333333332,14.62418088874268,2.0,41.0
871,n04483307,trimaran,http://wordnet-rdf.princeton.edu/wn30/04483307-n,1300,50,4,1,4,-1.1547005383792515,19.0,37.0,1.0,19.0,,3.0,32.333333333333336,4.041451884327381,18.0,18.0,1,0.0,1.0,18.0,,,,,18.0,18.0
872,n04485082,tripod,http://wordnet-rdf.princeton.edu/wn30/04485082-n,1160,50,43,4,50,-0.7717436331412899,1.0,55.0,16.0,24.5625,9.96640189168923,34.0,32.588235294117645,9.692601511677404,3.0,27.0,4,-1.1547005383792515,1.0,18.0,,3.0,19.0,13.856406460551018,1.0,55.0
873,n04486054,triumphal arch,http://wordnet-rdf.princeton.edu/wn30/04486054-n,1300,50,30,1,34,-1.9930915164897587,16.0,38.0,5.0,26.8,2.8635642126552705,29.0,26.517241379310345,7.139531245392858,38.0,38.0,1,0.0,,,,1.0,38.0,,38.0,38.0
874,n04487081,"trolleybus, trolley coach, trackless trolley",http://wordnet-rdf.princeton.edu/wn30/04487081-n,1300,50,1,0,1,0.0,29.0,29.0,,,,1.0,29.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.0,29.0
875,n04487394,trombone,http://wordnet-rdf.princeton.edu/wn30/04487394-n,1300,50,533,22,674,-1.7936402646809921,6.0,78.0,112.0,23.678571428571427,7.680810633966444,562.0,33.83274021352313,9.145513845262496,16.0,74.0,29,-2.6042371785325704,3.0,17.666666666666668,1.1547005383792515,26.0,31.346153846153847,11.426083520409984,6.0,78.0
876,n04493381,"tub, vat",http://wordnet-rdf.princeton.edu/wn30/04493381-n,1300,50,234,10,321,-0.7071067811865471,5.0,60.0,107.0,24.64485981308411,7.693727335326545,214.0,30.985981308411215,8.016695590294196,12.0,43.0,15,0.1336306209562122,8.0,24.375,7.069805008424408,7.0,32.857142857142854,6.229729031789731,5.0,60.0
877,n04501370,turnstile,http://wordnet-rdf.princeton.edu/wn30/04501370-n,1300,50,67,1,75,-0.8385566513510482,3.0,53.0,23.0,19.956521739130434,8.844506568638398,52.0,30.076923076923077,8.412982856453851,19.0,19.0,1,0.0,,,,1.0,19.0,,19.0,19.0
878,n04505470,typewriter keyboard,http://wordnet-rdf.princeton.edu/wn30/04505470-n,1300,50,9,1,9,-0.7071067811865474,16.0,41.0,3.0,27.666666666666668,10.408329997330664,6.0,33.666666666666664,5.240865068542279,43.0,43.0,1,0.0,,,,1.0,43.0,,16.0,41.0
879,n04507155,umbrella,http://wordnet-rdf.princeton.edu/wn30/04507155-n,1300,50,184,9,206,-0.5868473774243562,1.0,60.0,74.0,27.094594594594593,9.21013277449386,132.0,30.893939393939394,9.486235569431196,16.0,36.0,10,-0.8728715609439693,3.0,20.0,3.4641016151377544,7.0,25.857142857142858,7.946247991527645,1.0,60.0
880,n04509417,"unicycle, monocycle",http://wordnet-rdf.princeton.edu/wn30/04509417-n,1300,50,113,2,128,-1.4170629743995176,7.0,53.0,27.0,22.74074074074074,8.877770824639192,101.0,28.643564356435643,9.415502279130777,17.0,19.0,2,0.0,2.0,18.0,1.4142135623730951,,,,7.0,53.0
881,n04515003,"upright, upright piano",http://wordnet-rdf.princeton.edu/wn30/04515003-n,1300,50,33,1,34,-2.9034647452451914,17.0,80.0,3.0,24.333333333333332,6.3508529610858835,31.0,32.58064516129032,11.621170892092836,49.0,49.0,1,0.0,,,,1.0,49.0,,49.0,49.0
882,n04517823,"vacuum, vacuum cleaner",http://wordnet-rdf.princeton.edu/wn30/04517823-n,1300,50,111,6,120,-0.7472647177570739,1.0,55.0,39.0,21.435897435897434,7.461461941536206,81.0,29.88888888888889,8.212794895770868,16.0,33.0,8,-1.1547005383792515,2.0,16.0,0.0,6.0,26.666666666666668,4.96655480858378,16.0,33.0
883,n04522168,vase,http://wordnet-rdf.princeton.edu/wn30/04522168-n,1300,50,6,0,6,-0.7071067811865472,25.0,47.0,2.0,26.0,1.4142135623730951,4.0,32.0,10.392304845413264,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,47.0
884,n04523525,vault,http://wordnet-rdf.princeton.edu/wn30/04523525-n,1300,50,2,0,2,0.0,19.0,45.0,,,,2.0,32.0,18.384776310850235,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,45.0
885,n04525038,velvet,http://wordnet-rdf.princeton.edu/wn30/04525038-n,1062,50,83,6,88,-0.32228647886129186,5.0,63.0,37.0,23.594594594594593,7.001823014438848,51.0,30.098039215686274,8.509418081069432,15.0,38.0,7,-0.2886751345948128,3.0,24.0,7.937253933193772,4.0,31.25,7.88986691902975,5.0,63.0
