,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n03871628,0.6269230769230769,0.5,0.8961538461538462,0.8,[549 692 922 ... 692 482 549],"[582 419 692 692 692 879 692 852 692 692 478 728 438 692 748 470 692 419
 728 478 692 478 692 865 916 692 692 610 692 692 692 692 893 478 692 692
 478 692 644 692 692 692 692 692 692 838 868 949 478 738]"
n13044778,0.8153846153846154,0.98,0.9384615384615385,1.0,[995 995 996 ... 995 995 995],"[995 995 995 995 995 995 995 995 995 995 995 995 995 995 995 995 995 995
 995 995 995 947 995 995 995 995 995 995 995 995 995 995 995 995 995 995
 995 995 995 995 995 995 995 995 995 995 995 995 995 995]"
n02403003,0.6069230769230769,0.52,0.9438461538461539,0.92,[730 345 345 ... 355 690 345],"[690 342 345 350 603 345 345 345 345  51 347 603 345 345 345 603 578 730
 603 690 690 295 345 345 346 345 345 345 690 345 345 690 345 101 345 690
 730 345 345 690 730 690 345 345 345 345 345 345 348 345]"
n02108000,0.5292307692307693,0.44,0.936923076923077,0.96,[241 241 238 ... 238 246 241],"[241 238  56 241 241 239 241 238 240 240 241 241 151 238 241 240 238 241
 241 240 241 241 241 240 241 238 241 241 240 241 240 241 238 241 161 238
 238 240 240 241 240 240 241 240 238 241 238 197 238 241]"
n02172182,0.8476923076923077,0.82,0.9684615384615385,0.94,[305 305 305 ...  54 305 305],"[305 305 306 305 305 305 305 845 305 305 305 305 305 305 305 317 305 305
 305 302 305 305 305 305 310 305 305 305 305 305 305 305 988 695 305 305
 302 305 305 305 305 305 305 305 305 305 300 305 305 305]"
n01560419,0.8253846153846154,0.74,0.9553846153846154,0.9,[16 16 16 ... 16 16 16],"[42 16 16 11 16 94 14 91 16 16 16 16 15 16 16 16 91 16 16 16 16 16 85 16
 16 16 16 16 16 13 16 16 16 16 16 94 94 16 16 16 16 16 22 16 16 16 16 95
 16 16]"
n03743016,0.8746153846153846,0.8,0.9692307692307692,0.92,[825 649 649 ... 649 649 649],"[649 863 649 649 649 730 825 536 649 649 649 649 649 649 649 649 519 649
 649 972 649 649 649 649 649 649 649 649 500 825 649 649 649 649 649 649
 649 649 646 649 649 649 649 649 649 649 649 825 649 649]"
n01622779,0.9515384615384616,0.96,0.9815384615384616,0.98,[24 24 24 ... 24 24 24],"[ 24  24  24  24  24  24  24  24  24  24  24  24  24 802  24  24  24  24
  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24  24
  24  24  24  24  24  24  24  24  24  24  24 135  24  24]"
n02727426,0.9084615384615384,0.84,0.9869230769230769,0.94,[410 410 599 ... 410 410 410],"[410 410 410 410 410 410 112 410 599 410 410 410 410 410 410 410 410 544
 410 410 410 571 410 410 410 410 410 410 410 410 410 410 410 410 887 410
 410 599 730 410 410 410 597 410 410 410 410 410 410 410]"
n04522168,0.7584615384615384,0.38,0.946923076923077,0.68,[ 93 883 572 ... 883 849 883],"[725 572 572 725 643 739 816 883 584 852 738 883 883 532 725 883 572 738
 883 706 883 738 883 945 883 619 883 658 855 463 725 883 883 904 883 725
 883 883 725 883 478 883 562 708 883 541 883 749 748 883]"
n02843684,0.8730769230769231,0.8,0.9569230769230769,0.94,[448 448 517 ... 448 448 448],"[448 448 448 448 448 733 448 448 448 448 448 442 448 448 448 448 448 448
 448 792 666 448 448 448 458 492 448 448 448 448 448 448 448 448 448 448
 448 448 448 448 899 448 448 716 448 750 448 677 448 448]"
n03255030,0.6953846153846154,0.5,0.8984615384615384,0.86,[543 543 543 ... 543 543 743],"[543 422 621 422 398 422 422 422 543 850 422 543 621 543 543 543 573 422
 543 630 543 747 543 543 882 650 543 422 543 711 422 543 543 543 422 783
 543 543 543 543 543 477 422 543 543 459 543 543 788 543]"
n03000134,0.9,0.82,0.9815384615384616,0.86,[489 489 489 ... 489 489 489],"[489 489 489 489 489 489 853 489 489 489 489 489 489 489 489 489 916 489
 718 489 489 517 858 857 489 489 489 489 489 489 433 489 489 489 489 489
 489 489 489 489 489 489 489 489 489 406 489 791 489 489]"
n03908714,0.7907692307692308,0.44,0.933076923076923,0.7,[710 710 767 ... 710 710 710],"[710 643 710 855 710 710 446 710 710 767 710 543 438 710 503 710 124 710
 767 742 751 893 696 710 710 710 804 478 710 710 767 740 767 478 710 710
 710 749 767 696 507 710 710 767 783 999 710 710 478 711]"
n02109525,0.9107692307692308,0.92,0.9723076923076923,0.98,[247 226 247 ... 247 247 247],"[247 247 247 247 247 247 247 247 247 247 247 247 247 247 247 247 247 247
 247 247 247 247 247 247 247 156 247 247 247 247 247 247 247 247 246 218
 212 247 247 247 247 247 247 247 247 247 247 247 247 247]"
n02483708,0.796923076923077,0.66,0.9584615384615385,0.9,[369 384 369 ... 369 369 369],"[368 372 368 370 369 369 369 369 369 369 369 369 369 369 369 369 369 369
 369 369 369 368 369 367 369 369 369 368 369 368 380 369 372 367 369 297
 379 369 368 369 367 369 369 369 369 369 370 369 295 369]"
n02422699,0.7953846153846154,0.68,0.9853846153846154,0.92,[352 352 352 ... 352 352 352],"[352 352 353 354 352 353 352 354 352 703 352 351 352 352 352 352 352 352
 352 353 104 730 352 352 352 352 352 352 352 352 352 352 352 352 351 353
 352 352 352 352 353 352 352 352 352 353 352 354 353 353]"
n03482405,0.8061538461538461,0.56,0.9453846153846154,0.84,[588 588 588 ... 588 588 412],"[588 790 588 790 588 431 588 588 588 865 588 588 588 790 588 588 588 526
 955 588 588 532 588 588 588 588 708 790 677 588 748 695 883 457 588 588
 499 492 588 285 588 588 790 406 588 790 756 588 588 588]"
n07753592,0.8569230769230769,0.84,0.9646153846153847,0.9,[954 954 954 ... 954 954 954],"[954 954 954 954 950 954 954 468 954 954 954 954 950 954 954 954 954 954
 954 950 954 950 954 954 808 954 954 954 954 954 954 954 954 954 954 954
 954 954 954 954 940 954 954 954 954 923 954 954 954 954]"
n03447721,0.8026521060842434,0.7,0.9422776911076443,0.94,[577 909 577 ... 577 577 577],"[541 633 577 577 577 577 577 494 577 577 319 577 577 577 577 577 494 494
 577 427 577 577 577 494 577 910 577 577 577 473 577 577 577 494 577 494
 577 577 494 577 577 857 577 577 494 577 577 577 577 577]"
n01980166,0.8530769230769231,0.58,0.9538461538461539,0.82,[ 71 852 120 ... 120 120 120],"[120 119 120 326  75 119 120 119  77 120  71 119 120 616 120 120 120 119
 120 120 119 125 120 120 120 120 120 120 119 120 120 120 120 119 119 119
 121 120 120 119 120 119 120 120 125 120 120 120 120 123]"
n02110063,0.71,0.74,0.9538461538461539,0.96,[249 249 249 ... 249 249 248],"[249 249 249 256 249 174 249 250 270 249 249 249 249 249 249 249 249 249
 248 249 249 249 249 249 249 248 249 248 249 249 250 249 249 249 249 174
 249 249 174 249 249 249 249 250 248 249 249 249 249 250]"
n09428293,0.6261538461538462,0.42,0.9407692307692308,0.78,[977 460 978 ... 978 978  22],"[975 978 978 144 562 978 975 978 494 978 730 977 978 977 879 978 978 649
 978 814 758 978 978 235 978 701 978 536 980 978 920 976 977 973 978 536
 978 978 460 460 977  49 978 972 975 978 975 978 978 523]"
n02489166,0.9230769230769231,0.96,0.9769230769230769,1.0,[376 376 376 ... 376 376 376],"[376 376 376 376 376 376 376 376 376 376 376 376 335 376 376 376 376 376
 376 376 376 376 376 376 376 376 376 376 376 376 376 376 376 376 376 376
 376 376 376 376 376 850 376 376 376 376 376 376 376 376]"
n03017168,0.6346153846153846,0.64,0.9323076923076923,0.86,[494 494 494 ... 494 494 494],"[451 442 494 494 843 786 494 843 494 494 648 494 494 442 494 494 494 494
 494 494 494 494 742 448 494 494 494 494 577 494 577 494 695 577 494 428
 858 489 442 494 494 494 494 494 494 494 494 907 494 494]"
n01978287,0.6853846153846154,0.64,0.926923076923077,0.9,[119 118 118 ... 118 121 118],"[118 118 118 118 118 118 118 118 118 118 599 119 118 118 121 121 118 120
 118 118 121 923 121 118 119 121 738 118 118 118 118 118 118 121 119 928
 119 121 118 118 118 118 121 118 118 118 118 121 118 118]"
n03788195,0.8415384615384616,0.82,0.9723076923076923,0.96,[698 668 538 ... 538 557 832],"[668 668 497 668 437 668 483 668 668 668 668 668 832 668 668 668 668 668
 538 668 668 668 668 668 483 668 668 668 668 668 668 668 668 668 668 668
 668 668 832 668 668 663 668 949 668 668 668 668 668 668]"
n02396427,0.7307692307692307,0.74,0.9561538461538461,0.96,[343 342 342 ... 174 342 341],"[342 347 347 342 342 342 342 341 280 342 342 342 347 342 342 342 347 342
 342 342 342 206 342 342 342 344 342 341 343 350 342 342 342 342 342 342
 342 342 346 342 342 342 342 342 342 342 342 342 294 342]"
n04235860,0.7107692307692308,0.54,0.8976923076923077,0.7,[797 787 797 ... 797 797 797],"[496 797 284 614 797 797 797 443 709 916 523 797 434 443 672 697 797 797
 797 797 623 894 601 434 831 797 797 797 171 797 529 797 636 797 797 850
 797 797 993 797 672 797 797 797 911 797 797 797 797 797]"
n03325584,0.8946153846153846,0.74,0.9730769230769231,0.86,[552 552 911 ... 552 552 459],"[552 552 552 552 552 552 552 552 836 903 552 470 552 552 552 552 552 629
 552 552 552 862 552 552 552 552 552 552 552 552 552 552 929 283 885 552
 552 552 552 733 552 552 611 552 850 552 552 552 452 151]"
n02865351,0.88,0.8,0.9453846153846154,0.98,[589 604 451 ... 451 451 451],"[451 451 451 451 451 617 584 451 451 451 584 826 451 494 451 451 451 451
 451 451 777 451 857 451 451 451 451 451 451 451 451 451 774 451 451 451
 451 910 451 451 451 451 451 451 684 451 451 451 451 451]"
n04417672,0.9053846153846153,0.84,0.9753846153846154,0.92,[853 853 328 ... 853 853 853],"[984 853 853 853 853 853 853 853 853 853 853 853 853 853 649 853 765 853
 448 853 853 853 853 853 853 853 488 853 853 853 853 853 853 853 853 853
 716 853 853 853 853 730 853 853 853 853 735 853 853 853]"
n02236044,0.7038461538461539,0.46,0.9446153846153846,0.78,[315 315 315 ... 315 984 315],"[313 315  46 315 313 315 315 315 991  40 315 311 315 312  74 315 315 904
 311 953 315 738 311 315 315 580 311 315 315 315 311 313 322  74 307 315
 315 315 315  39 313 313 315 315 315 309 315 317 311 312]"
n02093428,0.5353846153846153,0.48,0.8784615384615385,0.82,[180 171 180 ... 180 180 180],"[180 246 180 245 180 180 180 180 180 242 159 180 168 180 180 159 243 225
 224 180 180 180 243 180 158 243 179 785 180 180 180 179 180 180 184 179
 159 151 180 163 211 180 242 246 246 180 876 180 164 180]"
n02109047,0.75,0.48,0.9338461538461539,0.82,[205 246 209 ... 246 184 243],"[259 180 225 246 246 180 246 246 178 246 169   4 246 247 246 246 178 246
 267 246 191 208 246 209 246 163 246 246 246 251 251 228 159 246 104 180
 246 180 189 246 246 243 178 246 246 246 246 159 225 246]"
n01531178,0.9638461538461538,0.9,0.9876923076923076,0.98,[11 11 11 ... 11 11 11],"[ 11  11  11  11  10  11  11  11  11  11  11  11  11  11  11  11  11  11
  11  10  11  11  11  11 815  11  11  11  11  11  11  11  11  11  11  11
  11  11  11  11  11  16  11  11  11  11 325  11  11  11]"
n01843065,0.92,0.9,0.9884615384615385,0.92,[95 95 95 ... 16 95 95],"[ 95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95  95
  95  95  21  95  95  95  95  95  95  16  95  95  95  95  95  94  95  95
  95  95  95  95  95  95  95 379  95  95  14  95  95  95]"
n01985128,0.6846153846153846,0.6,0.9061538461538462,0.82,[124  52 124 ... 124 124 124],"[562 124 124   6 124 124 124 879 123 121 124 124 311 119 124 314 124 124
 172 124 124 123  58 124 933 928  77 124 124 124 124 124 124 118 124 121
 124 309 124 124 124 124 124 118 124 124 124 124   1 311]"
n02342885,0.9215384615384615,0.98,0.9815384615384616,1.0,[333 333 333 ... 333 333 333],"[333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333
 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333
 333 333 333 427 333 333 333 333 333 333 333 333 333 333]"
n03877472,0.7669230769230769,0.6,0.936923076923077,0.8,[697 697 697 ... 411 697 697],"[642 520 697 697 697 697 775 529 697 501 775 697 610 793 697 697 610 697
 700 433 697 697 697 697 841 697 520 697 614 614 697 854 697 697 762 697
 697 697 697 697 697 697 697 697 552 697 697 831 614 697]"
n02346627,0.8676923076923077,0.84,0.9515384615384616,0.94,[334 334 334 ... 334 334 334],"[334 334 334 334 334 334 334 334 334 334 334 839 334 334 334 334 334 102
 334 334 334 489 334 943 334 334 334 334 362 334 334 342 435 334 334 334
 377 334 334 334 334 334 334 334 334 334 334 334 334 334]"
n03717622,0.9438461538461539,0.94,0.99,0.98,[640 640 640 ... 574 539 640],"[640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640 640
 640 640 640 640 646 640 640 574 640 640 640 640 777 640 640 640 640 640
 640 640 640 640 640 640 640 640 640 640 640 640 640 640]"
n03476684,0.676923076923077,0.26,0.8969230769230769,0.62,[ 66 584 772 ... 584 584 949],"[879 678 455 723 971 584 748 679 451 584 772 584 464 584 749 451 584 767
 815 748 837 584 584 523 584 641 679 784 600 496 455 327 451 725 584 910
 870 584 584 700 850 524 584 641 584 721 658 679 709  75]"
n03992509,0.8946153846153846,0.82,0.96,0.9,[739 739 423 ... 739 739 739],"[739 739 739 589 739 739 739 739 739 788 739 611 739 739 739 739 739 519
 739 739 739 739 739 739 739 739 739 961 739 739 739 739 739 739 739 739
 739 739 506 739 606 739 739 739 739 515 739 739 739 424]"
n03404251,0.8246153846153846,0.86,0.9515384615384616,0.94,[568 568 568 ... 568 568 552],"[568 568 568 568 568 568 911 568 568 568 568 568 568 568 568 568 568 568
 568 568 568 568 568 568 568 568 568 452 894 568 568 568 568 788 793 568
 568 568 568 568 568 568 568  43 568 568 568 568 568 921]"
n01558993,0.9146153846153846,0.96,0.9715384615384616,0.98,[ 15  15  15 ...  15 815  15],"[ 15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15
  15 311  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15  15
  15  15  15  15 489  15  15  15  15  15  15  15  15  15]"
n01694178,0.8546153846153847,0.62,0.9576923076923077,0.84,[55 47 47 ... 47 47 47],"[488  42  47  44  46  47  47  42  47  47  32  47  47  47  39  47  47  47
  47  67  47  47 313  47  40  47  47  42  48  47  47  47 311  47 385  31
  47  47  47  71  42  94  47  47  47  47  47 912  47  47]"
n03838899,0.75,0.7,0.9107692307692308,0.84,[683 683 776 ... 558 683 736],"[683 683 683 683 683 558 683 683 594 816 683 683 558 929 683 683 683 432
 683 683 683 776 683 683 683 683 513 558 465 558 683 764 683 683 683 683
 683 683 683 683 783 683 683 683 683 683 683 795 776 683]"
n03991062,0.8307692307692308,0.86,0.963076923076923,0.94,[738 738 892 ... 738 738 738],"[738 738 738 738 738 738 738 738 738 738 738 926 953 738 738 738 738 738
 738 756 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738
 738 738 738 580 679 738 653 738 738 738 756 738 738 738]"
n02454379,0.8746153846153846,0.86,0.9523076923076923,0.9,[307 363 363 ... 363 363 363],"[460 363 363 363 363 357 363 363 363 363 106 363 363 298 272 363 112 363
 363 363 363 363 363 363 363 363 562 363 363 363 363 363 363 363 363 363
 363 363 363 363 363 363 363 363 363 363 363 363 363 363]"
n03498962,0.5982042648709316,0.5,0.8462401795735129,0.84,"[995 596 596 433 596 596 596 596 596 792 596 596 596 960 726 596 523 596
 902 783 596 596 596 777 596 596 740 596 587 971 677 588 596 596 733 596
 596 413 596 596 677 596 542 596 596 522 596 596 587 596 596 703 546 879
 696 491 596 587 703 596 596 730 596 542 845 774 491 231 678 519 596 596
 295 596 596 761 596 596 596 596 677 596 596 792 596 596 739 971 596 420
 596 764 596 596 777 677 596 596 596 587 596 596 217 587 596 499 596 614
 777 499 596 696 596 596 543 596 596 830 596 596 775 596 596 792 596 786
 646 596 596 596 587 777 512 596 596 562 596 929 596 596 599 596 596 596
 634 596 611 596 596 596 596 813 596 596 596 596 596 894 596 596 708 786
 730 596 596 596 596 596 792 596 587 896 596 865 596 596 596 587 423 730
 596 587 677 699 596 596 596 763 587 596 792 596 634 596 677 596 596 596
 596 596 677 596 596 596 596 596 596 596 596 499 596 596 596 784 596 596
 491 676 596 596 596 596 846 587 596 587 596 596 596 596 494 596 587 596
 596 596 523 792 677 596 596 600 596 587 726 587 596 512 840 587 596 596
 428 596 596 596 596 596 596 677 777 463 596 764 596 960 596 596 596  42
 562 596 596 456 596 596 596 350 596 731 596 596 596 596 637 642 596 457
 596 597 596 596  23 596 489 478 515 596 596 587 596 677 587 596 596 587
 596 596 596 733 596 501 696 838 596 878 596 596 596 596 596 596 587 420
 596 596 587  65 646 596 596 677 596 587 596 872 596 596 596 596 795 596
 840 596 792 994 456 114 304 902 596 596 427 596 596 596 596 792 596 677
 596 587 522 596 596 596 587 596 596 777 543 596 596 596 596 596 596 596
 596 596 596 596 756 596 596 464 596 596 587 596 596 587 519 596 596 764
 777 596 777 522 596 677 769 596 596 596 596 596 587 764 428 596 596 596
 596 797 596 596 596 917 596 596 677 596 596 777 587 792 446 596 596 913
 596 763 947 596 596 797 264 587 596 596 596 327 596 596 587 596 596 596
 490 596 541 634 596 596 596 596 596 596 499 596 696  43 596 596 795 491
 765 596 596 596 596 587 596 295 677 596 596 500  52 696 596 502 822 692
 596 596 544 596 634 596 587 777 596 596 626 596 587 211 596 596 596 596
 596 574 726 786 596 596 596 492 596 942 792 428 641 587 748 596 596 596
 596 596 596 561 596 539 499 778 596 777 596 879 596 596 596 609 596 596
 696 634 596 596 596 354 972 677 596 596 596 596 777 496 596 596 477 916
 596 596 854 596 596 596 596 596 596 596 499 792 596 596 777 596 587 596
 752 596 596 596 596 596 596 596 596 596 409 587 596 596 558 872 596 596
 587 596 596 735 596 596 600 792 499 596 596 596 596 355 596 596 596 596
 596 499 596 579 758 654 114 596 556 596 596 596 545 596 596 596 473 596
 596 596 596 596 114  61 596 596 777 544 777 596 596 596 784 596 596 413
 596 587 596 596 596 792 769 596 596 818 596 596 596 491 596 596 596 596
 704 596 808 596 596 596 596 596 683 596 596 596 596 597 785 596 596 596
 596 596 596 596 596 596 596 677 696 596 596 596 596 489 596 596 596 596
 846 596 596 596 596 596 596 596  89 596 596 596 596 792 596 596 596 611
 361 596 596 596 491 596 878 596 596 596 596 596 596 499 596 596 587 596
 522 771 596 677 596 634 596 600 596 596 596 413 792 596 723 596 596 491
 596 596 596 634 571 787 596 596 596 677 596 596 405 792 596 596 596 677
 539 677 596 596 596 596 777 756 596 677 552 596 377 596 587 451 752 596
 596 596 919 596 596 787 596 596 596 587 596 596 845 596 596 596 596 596
 587 596 587 596 596 596 596 596 596 644 596 596   2 596 552 596 596 596
 596 710 596 703 596 596 596 971 716 812 677 596 596 596 860 596 491 596
 783 596 596 587 587 596 596 562 596 596 257 491 559 596 500 912 596 596
 898 677 596 596 101 792 420 596 587 473 792 587 596 596 391 777 596 596
 677 703 596 596 596 596 646 596 596]","[792 708 792 677 596 499 596 596 763 587 231 467 596 112 596 499 457 587
 792 843 596 469 596 491 596 477 491 562 596 596 596 596 839 596 596 499
 596 596 596 596 596 596 596 843 596 477 596 596 596 646]"
n09472597,0.8738461538461538,0.68,0.9723076923076923,0.78,[980 980 980 ... 980 980 980],"[970 980 980 980 980 980 979 980 703 442 980 663 980 980 970 980 802 475
 980 980 980 980 980 536 980 949 980 980 980 980 392 980 980 970 984 980
 980 980 976 980 980 980 977 980 980 975 980 980 980 980]"
n04266014,0.9087237479806138,0.9,0.970113085621971,0.92,[812 812 812 ... 812 812 812],"[812 812 812 657 812 812 812 812 975 812 812 812 812 540 812 812 812 812
 812 812 812 460 812 812 812 744 812 812 812 812 812 812 812 812 812 812
 812 812 812 812 812 812 812 812 812 812 812 812 812 812]"
n01665541,0.8115384615384615,0.54,0.9561538461538461,0.76,[ 34  34 490 ...  34  34  34],"[112  34  34  34  34 868  37  35  33  34 327  34 842 327  34  33  34  34
  34  34  34  36  34  35  34  34  34  34  34  34  34  34  36 977  34  34
 189  36 920 983 147 562  34  34  34  34 327 107 328  33]"
n02492660,0.7661538461538462,0.82,0.96,0.92,[379 382 379 ... 379 379 379],"[379 379 379 379 379 379 103 379 649 379 379 379 379 379 379 372 379 379
 379 365 379 379 379 379 379 379 267 379 379 379 295 379 379 379 379 379
 379 379 378 379 379 379 379 379 379 365 379 379 815 379]"
n02132136,0.8846153846153846,0.86,0.9761538461538461,0.96,[294 294 294 ... 349 294 336],"[342 294 294 297 294 294 294 294 294 294 294 294 294 294 294 294 233 294
 294 294 294 294 294 294 335 357 294 294 294 294 360 294 267 294 294 294
 294 294 294 294 294 294 294 294 294 294 294 294 294 294]"
n04330267,0.7915384615384615,0.42,0.9407692307692308,0.68,[646 827 827 ... 827 827 827],"[827 607 827 534 651 827 827 480 800 827 966 448 653 534 804 762 544 892
 448 760 827 827 618 827 760 545 910 827 832 827 827 827 909 827 827 827
 827 302 618 651 589 827 881 827 651 827 771 827 469 827]"
n02102040,0.8569230769230769,0.92,0.963076923076923,1.0,[217 217 219 ... 217 217 217],"[217 217 217 217 217 217 217 239 217 217 217 217 217 217 217 217 217 217
 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217 217
 160 217 217 217 217 217 217 217 217 217 232 218 217 217]"
n02058221,0.8861538461538462,0.88,0.9661538461538461,0.94,[146 146  99 ... 146 146 146],"[146 851 146 146 146 146 144 146 146 146 146 146 146 146 146 146 146 146
  89 146 146 146 146 138 146  97 146 146 146 146 146 146 146 146 146 146
 146 146 146 146 146 146 146   2 146 146 146 146 146 146]"
n04599235,0.5330769230769231,0.34,0.9153846153846154,0.84,[911 434 911 ... 911 452 911],"[824 911 452 474 911 911 911 969 502 658 911 806 850 911 840 911 474 806
 908 911 911 474 735 816 911 679 658 911 741 658 340 911 850 911 911 911
 474 616 735 911 616 452 850 474 658 824 911 824 529 947]"
n04131690,0.7507692307692307,0.66,0.9061538461538462,0.8,[773 773 773 ... 773 773 711],"[773 773 773 804 773 773 773 691 773 639 773 773 773 461 861 773 494 629
 773 773 773 773 883 773 619 898 773 804 773 773 773 469 773 441 855 773
 773 505 773 773 773 773 773 773 773 773 773 773 883 725]"
n07730033,0.9244444444444444,0.92,0.9902222222222222,0.94,[946 946 946 ... 946 946 946],"[946 946 946 946 946 946 946 946 946 946 489 946 946 946 946 946 946 946
 946 946 946 946 946 946 946 954 946 946 946 946 321 946 946 946 946 946
 738 946 946 946 946 946 946 946 946 946 946 946 946 946]"
n02793495,0.8946153846153846,0.9,0.9861538461538462,0.96,[425 497 425 ... 425 425 425],"[425 497 425 425 425 425 425 425 975 425 425 425 425 425 425 425 299 425
 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425 425
 425 762 425 425 425 425 425 425 425 497 425 425 425 425]"
n02804610,0.7623076923076924,0.76,0.9353846153846154,0.92,[432 432 764 ... 432 683 432],"[432 432 432 432 432 432 432 432 683 432 683 432 432 432 432 432 432 432
 432 432 432 650 432 432 432 432 776 432 432 541 432 432 432 432 401 513
 887 432 432 432 432 432 683 432 459 432 432 776 760 432]"
n07715103,0.8361538461538461,0.86,0.9661538461538461,0.96,[938 582 938 ... 954 938 991],"[938 935 991 938 938 938 938 938 938 938 938 938 938 937 938 938 938 938
 938 936 938 938 938 938 938 938 938 924 938 938 938 938 938 938 961 938
 938 938 938 938 938 938 938 938 938 938 938 938 923 938]"
n02128757,0.9338461538461539,0.94,0.9815384615384616,1.0,[289 289 289 ... 289 289 289],"[289 289 289 289 289 289 289 289 289 289 289 289 289 289 288 289 289 289
 289 289 289 289 289 289 289 288 289 289 289 289 289 289 289 289 289 289
 288 289 289 289 289 289 289 289 289 289 289 289 289 289]"
n07749582,0.8515384615384616,0.82,0.9784615384615385,0.96,[951 951 955 ... 950 951 951],"[951 951 951 951 951 951 950 951 951 951 455 951 951 951 951 951 951 951
 951 951 951 951 951 729 951 951 951 950 956 950 951 951 955 929 951 951
 951 951 951 951 951 951 951 951 951 951  89 951 951 951]"
n03929855,0.92,0.72,0.9707692307692307,0.88,[715 715 715 ... 715 715 715],"[523 870 715 715 715 715 444 715 715 715 715 715 715 603 715 570 715 652
 715 715 439 715 715 715 682 776 715 715 715 772 715 715 715 715 715 715
 715 439 715 715 715 715 715 715 715 400 730 715 652 715]"
n01910747,0.9507692307692308,0.88,0.9892307692307692,0.98,[107 107 107 ... 107 107 107],"[107 107 107 107 107 107 107 107 107 107 107 107 107 107 776 107 107 107
 107 107 107 107 107 107 107 107 107 107 107 107 107 107 574 107 107 107
 818 107 107 107 107 818 107 107 107 107 107 396 107 562]"
n02112018,0.8515384615384616,0.94,0.9684615384615385,1.0,[260 250 259 ... 230 259 258],"[259 259 259 259 259 259 259 259 259 259 259 258 259 259 259 259 259 259
 259 259 259 259 259 259 259 259 259 259 259 259 259 260 259 259 259 259
 259 259 260 259 259 259 259 259 259 259 259 259 259 259]"
n02992211,0.6838461538461539,0.72,0.8992307692307693,0.86,[889 889 889 ... 889 486 402],"[486 486 486 486 486 486 421 486 683 558 541 486 486 889 843 486 486 486
 819 486 683 486 486 486 486 401 889 486 486 420 486 776 596 486 486 486
 486 486 486 486 486 486 642 486 486 486 486 486 486 486]"
n01820546,0.9684615384615385,0.98,0.9930769230769231,1.0,[90 90 90 ... 90 90 90],"[90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90  7
 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90 90
 90 90]"
n04371430,0.7423076923076923,0.42,0.943076923076923,0.78,[433 842 445 ... 842 842 842],"[842 445 842 842 764 562 842 639 842 842 445 489 445 433 472 445 842 842
 916 842 842 801 130 890 445 842 879   1 445 671 433  55 842 842 975 842
 460 842 445 842 842 842 842 851 916 842 445 842 411 445]"
n01537544,0.953076923076923,0.86,0.9892307692307692,0.92,[14 14 14 ... 14 14 14],"[ 14  14  14  14  14  14 679  14  14  14  14  14  14  14 912  14  14  14
  14  14  46  14  14  23  14  14  14  14 381  14  42  14  14  14  14  14
  14  14  14  14  14  14  14  14  14  14  14  14  84  14]"
